dataset,n_layer,n_head,d_head,d_embed,d_model,d_inner,dropout,dropatt,init,emb_init,init_range,emb_init_range,init_std,proj_init_std,optim,lr,mom,scheduler,warmup_step,decay_rate,lr_min,clip,clip_nonemb,max_step,batch_size,batch_chunk,tgt_len,eval_tgt_len,ext_len,mem_len,num_mem_tokens,not_tied,seed,cuda,adaptive,div_val,pre_lnorm,varlen,multi_gpu,log_interval,eval_interval,restart,restart_dir,debug,same_length,attn_type,clamp_len,eta_min,gpu0_bsz,max_eval_steps,sample_softmax,patience,finetune_v2,finetune_v3,fp16,static_loss_scale,dynamic_loss_scale,device_ids,mem_backprop_depth,bptt_bp,mem_at_end,read_mem_from_cache,answer_size,tied,ntokens,n_all_param,n_nonemb_param,test acc,mem_size,n_chunks
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,8,False,3222,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[6],0,False,True,True,24,True,12,924172,921088,0.701,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,8,False,4213,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,924172,921088,0.702,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,8,False,4212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,924172,921088,1,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,8,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,924172,921088,1,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,8,False,4211,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,924172,921088,1,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,6,0,False,3023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.832,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,6,0,False,3212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.8,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,6,0,False,3049,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.782,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,6,0,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,0.784,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,0,6,False,2023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923916,921088,1,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,0,6,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923916,921088,1,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,0,6,False,2049,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923916,921088,1,6,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,250000,32,1,48,48,0,0,0,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,1,0,1
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,250000,32,1,48,48,0,0,0,False,2023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,1,0,1
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,250000,32,1,48,48,0,0,0,False,2049,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,1,0,1
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,1512,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[3],0,False,True,True,24,True,12,926220,921088,1,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,2049,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,926220,921088,1,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,926220,921088,1,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,2022,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,926220,921088,1,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,0,0,False,2023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,0.102,0,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,0,False,2022,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[2],0,False,True,True,24,True,12,923148,921088,0.102,0,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,0,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[2],0,False,True,True,24,True,12,923148,921088,0.102,0,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,8,0,False,4711,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.66,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,0,False,2049,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[2],0,False,True,True,24,True,12,923148,921088,0.102,0,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4711,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.102,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,850000,32,1,12,12,0,0,0,False,1212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[0],0,False,True,True,24,True,12,923148,921088,0.1,0,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,500000,32,1,24,24,0,12,0,False,2023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[2],0,False,True,True,24,True,12,923148,921088,0.996,12,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,500000,32,1,24,24,0,0,12,False,2023,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[5],0,False,True,True,24,True,12,924684,921088,1,12,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4727,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,923148,921088,0.101,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,8,0,False,4212,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,923148,921088,0.627,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,8,0,False,4211,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,923148,921088,0.696,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,8,0,False,4213,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,923148,921088,0.68,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,8,0,False,4711,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.66,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4727,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[7],0,False,True,True,24,True,12,923148,921088,0.101,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4711,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.102,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4731,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.102,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,700000,32,1,8,8,0,0,0,False,4721,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,8,False,False,False,1,False,[1],0,False,True,True,24,True,12,923148,921088,0.102,0,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,8,8,0,0,8,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,24,True,12,924172,921088,0.1,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,8,8,0,0,8,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,24,True,12,924172,921088,0.102,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,8,8,0,0,8,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,24,True,12,924172,921088,0.102,8,6
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,12,12,0,0,12,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,924684,921088,0.099,12,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,12,12,0,0,12,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,924684,921088,0.1,12,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,900000,32,1,12,12,0,0,12,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,924684,921088,0.1,12,4
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,926220,921088,0.102,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,926220,921088,0.102,24,2
reverse,4,4,64,128,128,256,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,24,24,0,0,24,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,24,True,12,926220,921088,0.102,24,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,2050,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349605,346752,0.986,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,2049,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349605,346752,0.994,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1111,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349605,346752,0.996,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349733,346752,0.999,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.3,0.000001,0.25,False,700000,32,1,5,5,0,0,5,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349733,346752,0.963,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1113,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349733,346752,0.998,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,0.496,0,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,4,0,False,1236,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,1,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,4,0,False,1111,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,1,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,4,0,False,1235,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,1,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,0,4,False,1235,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349669,346752,0.999,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,0,4,False,1236,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349669,346752,1,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,0,4,False,1111,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349669,346752,0.999,4,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,3,0,False,1111,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349413,346752,0.669,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,3,0,False,2050,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349413,346752,0.905,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,3,0,False,2049,True,False,1,False,False,True,200,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349413,346752,0.973,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,4,4,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.496,0,3
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,0.099,0,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1122,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349541,346752,0.989,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349541,346752,0.922,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1133,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,True,True,1,True,37,349541,346752,0.984,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,10,10,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349413,346752,1,0,1
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,400000,32,1,10,10,0,0,0,False,1346,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349413,346752,1,0,1
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1122,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.965,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.999,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1133,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.999,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1112,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349733,346752,0.998,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,5,0,False,1113,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,1,5,2
